"Statutaire naam";"Handelsnaam";"Plaats";"Land"
"The Blackstone Group International Partners LLP ";"";"LONDON";"Verenigd Koninkrijk"
"The ECU Group Plc";"The ECU Group Plc";"LONDON";"Verenigd Koninkrijk"
"The Financial Planning Corporation LLP";"The Financial Planning Corporation LLP";"SOUTHPORT - MERSEYSIDE";"Verenigd Koninkrijk"
"The Gaela Partnership Limited";"The Gaela Partnership Limited";"MANCHESTER";"Verenigd Koninkrijk"
"The Kyte Group Limited";"The Kyte Group Limited";"LONDON ";"Verenigd Koninkrijk"
"The Lazarus Partnership Ltd.";"The Lazarus Partnership Ltd.";"";"Verenigd Koninkrijk"
"The Link Asset and Securities Company Limited";"The Link Asset and Securities Company Limited";"LONDON";"Verenigd Koninkrijk"
"The London Trading Company (UK) Plc";"The London Trading Company (UK) Plc";"";""
"The Lothian Square Group LLP";"The Lothian Square Group LLP";"London";""
"The New Amsterdam Group B.V.";"The New Amsterdam Group B.V.";"Amsterdam";"Nederland"
"The Northern Trust Company";"The Northern Trust Company";"CHICAGO, ILLINOIS";"Verenigde Staten"
"The R A Roberts Partnership Ltd";"The R A Roberts Partnership Ltd";"MANCHESTER - LANCASHIRE";"Verenigd Koninkrijk"
"The Reserve Prime Limited";"The Reserve Prime Limited";"London";""
"The Royal Bank of Scotland N.V. (Belgian Branch)";"The Royal Bank of Scotland N.V. (Belgian Branch)";"ANTWERPEN";"België"
"The Royal Bank of Scotland Plc";"The Royal Bank of Scotland Plc";"EDINBURGH";"Verenigd Koninkrijk"
"The Seaport Group Europe LLP";"The Seaport Group Europe LLP";"LONDON";"Verenigd Koninkrijk"
"The Share Centre Limited";"The Share Centre Limited";"BUCKINGHAMSHIRE";"Verenigd Koninkrijk"
"The Share Republic.com Limited";"The Share Republic.com Limited";"LONDON";"Verenigd Koninkrijk"
"The TJM Partnership Plc";"The TJM Partnership Plc";"LONDON";"Verenigd Koninkrijk"
"The Trinity Column Partners LLP";"The Trinity Column Partners LLP";"";""
"Theorema Advisors UK LLP ";"Theorema Advisors UK LLP";"LONDON";"Verenigd Koninkrijk"
"Theorema Asset Management Ltd";"Theorema Asset Management Ltd";"LONDON";"Verenigd Koninkrijk"
"Theron Capital Advisors Limited";"Theron Capital Advisors Limited";"London";""
"Thésor Treasury Outsourcing B.V.";"Thesor Treasury Outsourcing, Thésor Treasury Outsourcing B.V.";"Huis ter Heide";"Nederland"
"Theta Capital Management B.V.";"Theta Capital Management B.V.";"Amsterdam";"Nederland"
"Thinc Group Ltd";"Thinc Group Ltd";"LONDON";"Verenigd Koninkrijk"
"THINK WEALTH LTD";"THINK WEALTH LTD";"";""
"Third Platform Services Limited";"Third Platform Services Limited";"";""
"Thomas Miller Management Limited";"Thomas Miller Management Limited";"London";"Verenigd Koninkrijk"
"Thombridge Investment Management LLP";"Thombridge Investment Management LLP";"";""
"Thompson, Siegel & Walmsley LLC";"Thompson, Siegel & Walmsley LLC";"RICHMOND";"Verenigde Staten"
"Thomson Shepherd Limited";"Thomson Shepherd Limited";"PERHT - PERTHSHIRE";"Verenigd Koninkrijk"
"Thornburg Global Advisors LLP";"Thornburg Global Advisors LLP";"London";"Verenigd Koninkrijk"
"Threadmark LLP";"Threadmark LLP";"LONDON";"Verenigd Koninkrijk"
"Threadmark Partners Limited";"Threadmark Partners Limited";"London";""
"Threadneedle Asset  Management Limited";"Threadneedle Asset  Management Limited";"LONDON";"Verenigd Koninkrijk"
"Threadneedle Street Asset Management Limited";"Threadneedle Street Asset Management Limited";"LONDON";"Verenigd Koninkrijk"
"Tiber Capital LLP";"Tiber Capital LLP";"London";""
"Tibra Trading Europe Limited";"";"London";"Australië"
"Tideway Investments Partners LLP";"Tideway Investments Partners LLP";"London";"Verenigd Koninkrijk"
"TigerRisk Capital Markets & Advisory (UK)";"TigerRisk Capital Markets & Advisory (UK)";"London";"Verenigd Koninkrijk"
"TigerWit Limited";"TigerWit Limited";"London";""
"Tikehau Capital Europe Limited";"Tikehau Capital Europe Limited";"";""
"Tilney Investment Management";"Tilney Investment Management";"LIVERPOOL";"Verenigd Koninkrijk"
"Timber Hill (Europe) A.G.";"Timber Hill (Europe) A.G.";"ZUG";"Zwitserland"
"Timberland Invest Ltd";"Timberland Invest Ltd";"St Julian's";"Malta"
"Time Partners Limited";"Time Partners Limited";"";""
"Timothy James & Partners Limited";"Timothy James & Partners Limited";"LONDON";"Verenigd Koninkrijk"
"TIO Markets UK Limited";"TIO Markets UK Limited";"LONDON";"Verenigd Koninkrijk"
"Tishman Speyer Properties UK Limited";"Tishman Speyer Properties UK Limited";"London";"Verenigd Koninkrijk"
"Titanium Vermogensbeheer B.V.";"Titanium Vermogensbeheer B.V.";"Capelle aan den IJssel";"Nederland"
"Titulo-Sociedade Financeira de Corretagem, S.A.";"Titulo-Sociedade Financeira de Corretagem, S.A.";"PORTO";"Portugal"
"TLcom Capital LLP";"TLcom Capital LLP";"LONDON";"Verenigd Koninkrijk"
"Tmill UK Limited";"Tmill UK Limited";"";""
"Tokio Marine Asset Management (London) Limited";"Tokio Marine Asset Management (London) Limited";"LONDON";"Verenigd Koninkrijk"
"topcapital n.v.";"iBeleggen Vermogensbeheer, topcapital n.v.";"Amsterdam";"Nederland"
"TOPFX Ltd";"TOPFX Ltd";"Limassol";"Cyprus"
"Torch Partners Corporate Finance Ltd";"Torch Partners Corporate Finance Ltd";"LONDON";"Verenigd Koninkrijk"
"Torreya Partners (Europe) LLP";"Torreya Partners (Europe) LLP";"London";"Verenigd Koninkrijk"
"Total Investment Services B.V.";"Total Investment Services B.V.";"Echteld";"Nederland"
"Tourmaline Europe LLP";"Tourmaline Europe LLP";"London";""
"Tower Research Capital Europe B.V.";"Tower Research Capital Europe B.V.";"Amsterdam";"Nederland"
"Towers Watson Limited";"Towers Watson Limited";"REIGATE, SURREY";"Verenigd Koninkrijk"
"Towers Watson Netherlands B.V.";"Towers Watson Netherlands B.V., Tillinghast-Towers Perrin, Towers Watson, Towers Perrin";"Amstelveen";"Nederland"
"Towers Watson UK Ltd";"Towers Watson UK Ltd";"LONDON";"Verenigd Koninkrijk"
"Towers Watson UK Ltd.";"Towers Watson UK Ltd.";"LONDON";"Verenigd Koninkrijk"
"Townsend Group Europe Limited";"Townsend Group Europe Limited";"London";"Verenigd Koninkrijk"
"Towry Law Financial Services Ltd";"Towry Law Financial Services Ltd";"BRACKNELL - BERKSHIRE";"Verenigd Koninkrijk"
"Toyota Tsusho Metals Limited";"Toyota Tsusho Metals Limited";"LONDON";"Verenigd Koninkrijk"
"TP Icap (Europe) SA";"TP Icap (Europe) SA";"Parijs";""
"TPG Capital LLP";"TPG Capital LLP";"LONDON";"Verenigd Koninkrijk"
"Traccr Limited";"Traccr Limited";"LONDON";"Verenigd Koninkrijk"
"Trade Republic Bank GmbH";"Trade Republic Bank GmbH";"Dusseldorf";""
"TradeGo S.A.";"TrageGo S.A., TradeGo S.A.";"BRUSSEL";"België"
"Tradenda Capital AG";"Tradenda Capital AG";"Vaduz";"Liechtenstein"
"Tradenext Limited";"Tradenext Limited";"LONDON";"Verenigd Koninkrijk"
"Tradernet Ltd";"Tradernet Ltd";"";"Cyprus"
"TradersOnly B.V.";"TradersOnly B.V., Imprea, Tradersonly";"Weert";"Nederland"
"Tradeslide Trading Tech Limited";"Tradeslide Trading Tech Limited";"London";"Verenigd Koninkrijk"
"Tradestation Europe Limited";"Tradestation Europe Limited";"LONDON";"Verenigd Koninkrijk"
"Tradestone LTD";"Tradestone LTD, FBS";"Limassol";""
"Tradeweb Direct LLC";"Tradeweb Direct LLC";"New York";""
"Tradeweb EU B.V.";"Tradeweb EU B.V.";"Amsterdam";"Nederland"
"TradeWeb Europe Limited";"TradeWeb Europe Limited";"LONDON";"Verenigd Koninkrijk"
"Trading 212 Ltd";"Trading 212 Ltd";"SOFIA";"Bulgarije"
"Trading Piont of Financial Instruments UK";"Trading Piont of Financial Instruments UK";"";""
"Trading Point Asset Management Limited";"Trading Point Asset Management Limited";"Limassol";""
"Trading Point of Financial Instruments Ltd";"Trading Point of Financial Instruments Ltd";"LIMASSOL";"Cyprus"
"Trading Point of Financial Instruments UK Limited";"Trading Point of Financial Instruments UK Limited";"London ";""
"Tradition (UK) Ltd";"Tradition (UK) Ltd";"LONDON";"Verenigd Koninkrijk"
"Tradition Financial  Services GmbH";"Tradition Financial  Services GmbH";"FRANKFURT AM MAIN";"Duitsland"
"Tradition Financial Services Ltd";"Tradition Financial Services Ltd";"LONDON";"Verenigd Koninkrijk"
"Tradition London Clearing Limited";"Tradition London Clearing Limited";"LONDON";"Verenigd Koninkrijk"
"Tradition Luxembourg SA";"Tradition Luxembourg SA";"Munsbach";""
"Tradition Securities and Futures";"Tradition Securities and Futures";"PARIS CEDEX 17";"Frankrijk"
"Trad-X (UK) Limited";"Trad-X (UK) Limited";"London";"Verenigd Koninkrijk"
"Trans Europe Financials";"Trans Europe Financials";"VIENNA";"Oostenrijk"
"Traycer LLP";"Traycer LLP";"LONDON";"Verenigd Koninkrijk"
"Tredoux Capital Limited";"Tredoux Capital Limited";"LONDON";"Verenigd Koninkrijk"
"TRG Management UK LLP";"TRG Management UK LLP";"London";"Verenigd Koninkrijk"
"Tribely Limited";"Tribely Limited";"";""
"Triland metals Ltd";"Triland metals Ltd";"LONDON";"Verenigd Koninkrijk"
"Trillium Partners Limited";"Trillium Partners Limited";"LONDON";"Verenigd Koninkrijk"
"Trilogy Global Advisors International LLP";"Trilogy Global Advisors International LLP";"London";"Verenigd Koninkrijk"
"Trilt Ltd";"Trilt Ltd";"";""
"Trinetra Investment Management LLP";"Trinetra Investment Management LLP";"London";"Verenigd Koninkrijk"
"Trinity Group Limited";"Trinity Group Limited";"LONDON";"Verenigd Koninkrijk"
"Trinity Investment Partners Limited";"Trinity Investment Partners Limited";"";""
"Trinova Limited";"Trinova Limited";"London";""
"Triodos Bank N.V.";"Triodos Bank N.V.";"Zeist";"Nederland"
"TriOptima AB";"TriOptima AB";"STOCKHOLM ";"Zweden"
"Triple A Experts S.A.";"Triple A Experts S.A.";"Piraeus";""
"Triple AM LLP";"Triple AM LLP";"";""
"Triple Partners B.V.";"Triple Partners B.V.";"Amsterdam";"Nederland"
"Triumph Int. (Cyprus) Limited";"Triumph Int. (Cyprus) Limited";"";""
"True Research Ltd.";"True Research Ltd.";"LONDON";"Verenigd Koninkrijk"
"True Trade Ltd";"True Trade Ltd";"London";"Verenigd Koninkrijk"
"trueEX UK Limited";"trueEX UK Limited";"London";"Verenigd Koninkrijk"
"Trust Capital TC Ltd";"Trust Capital TC Ltd";"Limassol";""
"TSAF OTC";"TSAF OTC";"PARIS";"Frankrijk"
"TSSP Europe LLP";"TSSP Europe LLP";"London";""
"TTCM Traders Trust Capital Markets Ltd";"TTCM Traders Trust Capital Markets Ltd";"LIMASSOL";"Cyprus"
"TTG Capital Limited";"TTG Capital Limited";"London";""
"Tudor, Pickering, Holt & Co. Intemational LLP";"Tudor, Pickering, Holt & Co. Intemational LLP";"LONDON";"Verenigd Koninkrijk"
"Tufton Oceanic Limited";"Tufton Oceanic Limited";"LONDON";"Verenigd Koninkrijk"
"Tullett Prebon (Equities) Limited";"Tullett Prebon (Equities) Limited";"LONDON";"Verenigd Koninkrijk"
"Tullett Prebon (Europe) Limited";"Tullett Prebon (Europe) Limited";"LONDON";"Verenigd Koninkrijk"
"Tullett Prebon (Securities) Limited";"Tullett Prebon (Securities) Limited";"LONDON";"Verenigd Koninkrijk"
"Tungsten Capital Management GmbH";"Tungsten Capital Management GmbH";"Frankfurt";""
"Turcan Connell Asset Management Limited";"Turcan Connell Asset Management Limited";"London";"Verenigd Koninkrijk"
"Turnbull Ker LLP";"Turnbull Ker LLP";"LONDON";"Verenigd Koninkrijk"
"Turner Investments, L.P.";"Turner Investments, L.P.";"BERWYN";"Verenigde Staten"
"Turner Pope Investments (TPI) Limited";"Turner Pope Investments (TPI) Limited";"";""
"Turquoise Global Holdings Europe B.V.";"Turquoise Global Holdings Europe B.V.";"Amsterdam";"Nederland"
"Turquoise Global Holdings Limited";"Turquoise Global Holdings Limited";"LONDON";"Verenigd Koninkrijk"
"Tury Invest GmbH";"Tury Invest GmbH";"VIENNA";"Oostenrijk"
"TVG Ltd";"TVG Ltd";"LONDON";"Verenigd Koninkrijk"
"TVT Investment Management Limited";"TVT Investment Management Limited";"SOUTHAMPTON, HAMPSHIRE";"Verenigd Koninkrijk"
"Twelve Capital (UK) Ltd";"Twelve Capital (UK) Ltd";"London";""
"Twentyfour Asset Management LLP";"Twentyfour Asset Management LLP";"LONDON";"Verenigd Koninkrijk"
"Twice Sim SpA";"Twice Sim SpA";"MILANO";"Italië"
"TwinFocus Ltd";"TwinFocus Ltd";"London";""
"U.F.G.I.S. Structured Holdings Limited";"U.F.G.I.S. Structured Holdings Limited";"LARNAKA";"Cyprus"
"U.P.M. Limited";"U.P.M. Limited";"Nicosia";"Cyprus"
"U.S. Bancorp Investments, Inc.";"U.S. Bancorp Investments, Inc.";"Saint Paul Minnesota";""
"UBI Banca International S.A.";"UBI Banca International S.A.";"LUXEMBOURG";"Luxemburg"
"UBK Markets Ltd";"UBK Markets Ltd";"";""
"UBS AG";"UBS AG";"ZURICH";"Zwitserland"
"UBS Asset Management (UK) Ltd";"UBS Asset Management (UK) Ltd";"London";""
"UBS Asset Management Switzerland AG";"UBS Asset Management Switzerland AG";"Zürich";""
"UBS Deutschland AG";"UBS Deutschland AG";"FRANKFURT AM MAIN";"Duitsland"
"UBS Europe SE, Luxembourg Branch. ";"UBS Europe SE, Luxembourg Branch.";"LUXEMBOURG";"Luxemburg"
"UBS Hedge Fund Solutions Limited";"UBS Hedge Fund Solutions Limited";"LONDON";"Verenigd Koninkrijk"
"UBS Investment Bank AG";"UBS Investment Bank AG";"FRANKFURT AM MAIN";"Duitsland"
"UBS Italia SIM S.p.A.";"UBS Italia SIM S.p.A.";"MILAAN";"Italië"
"UBS Limited";"UBS Limited";"LONDON";"Verenigd Koninkrijk"
"UBS Securities España, Sociedad de valores, S.A.";"UBS Securities España, Sociedad de valores, S.A.";"MADRID";"Spanje"
"UBS Securities France SA";"UBS Securities France SA";"PARIS";"Frankrijk"
"UBS Switzerland AG";"UBS Switzerland AG";"Zürich";""
"UGL Exchange Limited";"UGL Exchange Limited";"Limassol";""
"UK Bond Network Limited";"UK Bond Network Limited";"";""
"UK Clearing House Limited";"UK Clearing House Limited";"London";"Verenigd Koninkrijk"
"UK GIB Financial Services Limited";"UK GIB Financial Services Limited";"London";"Verenigd Koninkrijk"
"Ulster Bank Ireland Limited";"Ulster Bank Ireland Limited";"DUBLIN";"Ierland"
"Underhill Partners LLP";"Underhill Partners LLP";"LONDON";"Verenigd Koninkrijk"
"Unibanco - União de Banco Brasileiros (Luxembourg) S.A.";"Unibanco- União de Bancos Brasileiros (Luxembourg) S.A., Unibanco - União de Banco Brasileiros (Luxembourg) S.A.";"LUXEMBOURG";"Luxemburg"
"Unicredit International Ltd";"Unicredit International Ltd";"NICOSIA";"Cyprus"
"Unifinanz Trust reg.";"Unifinanz Trust reg.";"Vaduz";""
"Union Investment Management  Limited";"Union Investment Management  Limited";"LONDON";"Verenigd Koninkrijk"
"Uniqa Alternative Investments GmbH";"Uniqa Alternative Investments GmbH";"WENEN";"Oostenrijk"
"Uniqa Finanz-Service GmbH";"Uniqa Finanz-Service GmbH";"WIEN ";"Oostenrijk"
"UniTrader EAD";"UniTrader EAD";"SOFIA";"Bulgarije"
"Universal Capital Markets Limited";"Universal Capital Markets Limited";"LONDON";"Verenigd Koninkrijk"
"Universal Securities and Investments Ltd";"Universal Securities and Investments Ltd";"London";"Verenigd Koninkrijk"
"Univest Company B.V.";"Univest Company B.V.";"Rotterdam";"Nederland"
"UOB Kay Hian (U.K.) Limited";"UOB Kay Hian (U.K.) Limited";"London";""
"Up Trend";"Up Trend";"Sofia";""
"UR Trade Fix Ltd";"UR Trade Fix Ltd";"";""
"Uralsib Securities Limited";"Uralsib Securities Limited";"LONDON";"Verenigd Koninkrijk"
"US-Kapitalanlagen, Hans-Dieter Neuen";"US-Kapitalanlagen, Hans-Dieter Neuen";"KÖLN";"Duitsland"
"UTI International Limited";"UTI International Limited";"";""
"Utr8 B.V.";"Utr8 B.V.";"Utrecht";"Nederland"
"Valbury Capital Limited";"Valbury Capital Limited";"";""
"Valiance Advisory LLP";"Valiance Advisory LLP";"London";"Verenigd Koninkrijk"
"Validus Risk Management Ltd";"Validus Risk Management Ltd";"Berkshire";""
"ValuAnalysis Limited";"ValuAnalysis Limited";"";""
"Value Square N.V.";"Value Square N.V.";"GENT";"België"
"Valuedge Partners B.V.";"Valuedge Partners B.V.";"Hoofddorp";"Nederland"
"Valutrades Limited";"Valutrades Limited";"London";"Verenigd Koninkrijk"
"Van Bauwel en C. gcv";"Van Bauwel en C. gcv";"ANTWERPEN";"België"
"Van de Put & Co";"Van de Put & Co";"ANTWERPEN";"België"
"Van der Moolen Equities Ltd";"Van der Moolen Equities Ltd";"LONDON";"Verenigd Koninkrijk"
"Van Doorenmalen en Partners                    VermogensConsultancy B.V.";"Van Doorenmalen en Partners                    VermogensConsultancy B.V.";"Vaassen";"Nederland"
"Van Goolen & Co. BVBA";"Van Goolen & Co. BVBA";"ANTWERPEN";"België"
"Van Hemmen Investment Service";"Van Hemmen Investment Service, black sheep beleggen";"Eindhoven";"Nederland"
"Van Lanschot N.V.";"Van Lanschot N.V., Van Lanschot Bankiers, Van Lanschot Private Office, Evi, F. van Lanschot Bankiers N.V. (Evi)";"'s-Hertogenbosch";"Nederland"
"Van Lawick & Co. Vermogensbeheer B.V.";"Van Lawick & Co. Vermogensbeheer B.V.";"'s-Gravenhage";"Nederland"
"Van Lieshout & Partners N.V.";"Van Lieshout & Partners N.V.";"Hilversum";"Nederland"
"Vanguard Asset Management Limited";"Vanguard Asset Management Limited";"LONDON";"Verenigd Koninkrijk"
"Vanilla Technology";"Vanilla Technology";"PARIS";"Frankrijk"
"Vantage Capital Markets LLP";"Vantage Capital Markets LLP";"LONDON";"Verenigd Koninkrijk"
"VAR Capital Limited";"VAR Capital Limited";"";""
"Värde Partners Europe Limited";"Värde Partners Europe Limited";"LONDON";"Verenigd Koninkrijk"
"Varengold Wertpapierhandelsbank AG";"Varengold Wertpapierhandelsbank AG";"HAMBURG";"Duitsland"
"Vator Securities AB";"Vator Securities AB";"Stockholm";""
"Vattenfall Europe Power Management GmbH";"Vattenfall Europe Power Management GmbH";"HAMBURG";"Duitsland"
"Vattenfall Power Management AB";"Vattenfall Power Management AB";"Stockholm";"Zweden"
"VCP Advisors Limited";"VCP Advisors Limited";"LONDON";"Verenigd Koninkrijk"
"VDX Limited";"VDX Limited";"London";""
"Veermaster Asset Management GmbH";"Veermaster Asset Management GmbH";"Hamburg";"Duitsland"
"Vega Swiss Asset Management UK LLP";"Vega Swiss Asset Management UK LLP";"London";"Verenigd Koninkrijk"
"Vega-chi Ltd";"Vega-chi Ltd";"LONDON";"Verenigd Koninkrijk"
"Velocity Trade International Limited";"Price Markets Prime Brokerage, Velocity Trade International Limited";"LONDON";"Verenigd Koninkrijk"
"Velthuijse & Mulder Vermogensbeheer B.V.";"Velthuijse & Mulder Vermogensbeheer B.V., doelbeleggen.nl, Oxby, Velthuyse & Mulder Vermogensbeheer";"Amstelveen";"Nederland"
"Vendres B.V.";"Vendres B.V., Vendres B.V.";"Bodegraven";"Nederland"
"Venero Capital Advisors Ltd";"Venero Capital Advisors Ltd";"London";""
"Venice Investment Limited";"Venice Investment Limited";"London";"Verenigd Koninkrijk"
"Ventiga Capital Partners LLP";"Ventiga Capital Partners LLP";"";""
"Venture Founders Limited";"Venture Founders Limited";"";""
"Verdispar Securities AS";"Verdispar Securities AS";"VIKA - OSLO";"Noorwegen"
"Veritas Asset Management (UK) Limited";"Veritas Asset Management (UK) Limited";"LONDON";"Verenigd Koninkrijk"
"Veritas asset management LLP";"Veritas asset management LLP";"";""
"Vermilion Capital Partners LLP";"Vermilion Capital Partners LLP";"London";"Verenigd Koninkrijk"
"Verno Capital UK LLP";"Verno Capital UK LLP";"London";""
"Versatus Advisers LLP";"Versatus Advisers LLP";"LONDON";"Verenigd Koninkrijk"
"Vertis Environmental Finance Ltd";"Vertis Environmental Finance Ltd";"Boedapest";""
"Verwer & Janssen Vermogensmanagement B.V.";"Verwer & Janssen Vermogensmanagement B.V.";"Roosendaal";"Nederland"
"Vestd Ltd";"Vestd Ltd";"";""
